186,Stanley Landsman,
188,Anne-Olivia Le Cornec,
191,Sol LeWitt,
194,Robert Lippman,engineer
197,Norma Loewen,
198,Lynn Lonidier,artist
199,Denny Lord,artist
200,Alvin Lucier,artist
201,Mary Lucier,artist
202,Len Lye,
205,Yutaka Maeda,engineer
207,Gloria Malerba,
208,Ellen Marcus,
209,Marisol,
210,Agnes Martin,
211,Anthony Martin,artist
213,Petrie Mason,
214,Kiyoshi Masuda,engineer
215,Mizuho Masuda,engineer
218,Ravi Matthai,
219,Robert McFarland,
221,Lys McLaughlin,
224,Boyd Mefferd,
225,Robert Merkle,
226,Theodore Michel,
227,Yoshiaki Mihara,engineer
229,Y. Mitsuda,engineer
230,Yasushi Mitsuta,engineer
231,Rikuro Miyai,artist
232,K. Mizumoto,
234,Robert Moog,
235,Russell Mooney,
236,Robert Morris,
237,Norma Muller,artist
238,Paul Muller,artist
239,Robert Mulreany,
243,Yvette Nachmias,
244,Koichi Nagai,engineer
245,Kyoko Nagai,
246,Yasunori Nakajima,
247,Takeshi Nakamura,
249,Sakako Nakaya,
251,"Michael Netter, Michael",
252,"Louise Nevelson, Louise",
253,Marcia Newfield,
254,Fujio Nishikawa,
255,Kenneth Noland,
256,David Novros,
257,Minoru Oda,engineer
258,Ann Ohlmacher,
259,Nobuyuki Oku,engineer
260,Junosuke Okuyama,engineer
262,Pauline Oliveros,artist
264,Alfred Pacquement,
266,John W. Pan,engineer
269,Peter Pearce,artist
270,Rudy Perez,artist
271,Alain Peron,
272,Herbert Perr,
273,Gunter Perry,
277,Marlowe Pichel,engineer
278,Hala Pietkiewicz,
280,Brigid Polk,
282,Thalia Poons,
283,Alan Pottasch,
285,Charles Quigley,
292,Larry Rivers,
293,Robby Robinson,engineer
295,Tonie Roos,
297,Charles Ross,
302,Phyllis Santis,
303,Mana Sarabhai,
306,Robert Savage,
307,Skip Savard,engineer
308,Karl Schenzer,
312,Carlota Schoolman,
314,Robert Schuler,artist
316,James Seawright,
318,Phyllis Selzer,
320,Jacquelyn D. Serwer,
321,Toni Shfrazi,
322,Hitoshi Shimada,engineer
323,Kimio Shimada,engineer
324,Hiromi Shiratori,
325,Harry Shunk,
326,Lawrence Silverstein,engineer
327,Joseph Slater,
328,Michael Snow,
329,Boris Sojka,engineer
331,Keith Sonnier,
333,Raphaël Sorin,
334,Marvin Spindler,
335,Gunnar Spons,engineer
336,Stan Stanciewicz,
337,Alan Stanton,engineer
338,Karl Steck,engineer
341,Gerd Stern,artist
342,Merlin Stone,
344,Rosemary Stroer,
345,Michael Strumpf,
346,David Stuart,
350,Makiya Takagi,
351,Yuji Takahashi,artist
352,Kazuaki Takayama,engineer
353,Renichi Takenaka,
355,Yasuharu Tamiya,
356,Yoshikazu Tanaka,engineer
357,Euchi Taniyama,
358,Malinda Teel,
360,Shuji Terayama,artist
365,Yoshio Tsukio,artist
367,Richard Tum Seden,
368,Cy Twombly,
369,Jack Tworkov,
370,Morihiko Ueda,engineer
373,Sylvie Vog,
376,Alexander Warren,
377,Peter Warren,
378,Robert Watts,
380,John Wesley,
384,David Whitney,
386,Jim Wilkinson,
388,Robert Wilson,engineer
391,Gosta Wolin,engineer
392,David Woodbridge,
394,Morion Wurtele,engineer
396,Masanobu Yoshimura,artist
400,Nicholas Zettlemoyer,
401,"Academy for Educational Development, Guatemala",
402,Amul Dairy Cooperative,
403,Andy Warhol Museum,
404,Annual Avant Garde Festivals,
405,A.S.P.C.A.,
406,Bell and Howell Co.,
407,Bell Telephone Laboratories,laboratory
408,"B.K. Smith Gallery, Lake Erie College, Painesville, Ohio",
409,"Block Engineering, Inc.",
410,Brooklyn Academy of Music,
412,Capintec Nuclear,
413,Musée national d'art moderne / Centre de création industrielle,museum
414,City of New York,
415,Coherent Radiation Laboratories,laboratory
416,"Columbia Sound, Inc.",
417,E.A.T. India,
418,E.A.T. Japan,
419,"E.A.T. local group in Detroit, Michigan",
420,"E.A.T. local group in Los Angeles, California",
421,"E.A.T. local group In Portland, Oregon",
422,"E.A.T. local group in San Francisco, California",
423,E.A.T. Local Groups,
424,Electronic Enclosure Corp.,
425,"Envirolab, University of California, Los Angeles",laboratory university
426,"Environ Electronic Labs, Inc.",company laboratory
428,Folkways Records and Service Corp.,
429,FRAC Bourgogne,
430,G.T. Schjeldahl Co.,
431,"Howard J. Rubenstein Associates, Inc.",
432,Industrial Timer,
433,Institute of Art and Urban Resources,
434,J. M. Kaplan Fund,
436,Leo Castelli Gallery,gallery
437,Luchow's Restaurant,
438,Lucinda Childs Dance Foundation,
439,Marineland of Florida,
440,McCordi Corp.,
441,Mee Industries,
443,"Ministry of Education, El Salvador",
445,Mont Sinai Hospital,hospital
446,Mount Sinai Laboratory,laboratory
447,"Museum Ludwig, Koln",museum
448,The Museum of Modern Art (MoMA),museum
449,The National Aeronautics and Space Administration (NASA),
452,National Institute of Mental Health,
455,Ninon Columbia,
456,Nippon Glass Co.,
458,"PepsiCo, Inc. (aka Pepsi Cola Company)",company
459,Pichel Industries,
460,Polytechnic Institute of New York,
461,Raven Industries,
462,Rockefeller Foundation,
463,Schweber Electronics,
464,"Seismological Laboratory, University of Nevada",laboratory university
465,Sloan Commission on Cable Communications,
467,"Sony Buiding, Tokyo",
469,Stockholm International Film Festival,
470,T.E.A.C.,
471,Teledyne,
472,The American Foundation for Automation and Employment,foundation
473,The Arkville Erpf Fund,
474,The Black Mountain College,
475,The Cooper Union for the Advancement of Science and Art,
476,The Indian Atomic Energy Commission,
477,The Kitchen,
478,The New York Times,
479,The Sisler Foundation,
480,The Sonic Arts Union,
481,The United Nations International School,
482,Toshiba Electric Co.,
484,Tsutsunaka Plastic Co.,
485,U.C.L.A. Space Biology Laboratory,laboratory university
486,"Uniroyal, Inc.",
487,United Nations Development Program,
488,United States Agency for International Development's,
489,U.S. Naval Oceanographic Office,
490,V.l.T.E.C. Corp.,
491,Westinghouse Corporation Defense & Electronic Systems Center,
492,Whale Fund of the New York Zoological Society,
493,Zoological Society,
494,The Museum of Modern Art Fireman,
495,The night-watchmen at the Museum of Modern Art,
496,The Museum of Modern Art Workmen,
497,The Paris-Match Correspondant,
498,A Museum of Modern Art Photographer,
499,Meredith Morse,
500,Norddeutscher Rundfunk Hamburg,
502,Anonym,anonym
503,Mont Sinai Laboratory for Technical Information,laboratory
504,Ford Aerospace,
505,a group of 500 people gathered together for Rauschenberg's Open Score,
506,"WBAI-NYC, New York, USA",
507,Anthony Tadona,
508,Logan Hargrave,
509,Robert Coops,
510,Richard Deaver,
511,Edward Dziedzic,
512,Lee Huber,
513,Mark Salas,
514,Bates Lowry,
519,John Pierce,manager engineer
520,F.H. Winslow,engineer
521,P. Bruins,professor
522,Martha Turi,engineer
523,Louis Kellum,
524,J.W. Sellers,engineer
525,Parke Schaeffer,engineer
526,Norman Nelson,engineer
527,R. Baecker,
528,J. Tonndorf,
529,Edward. S. Seeley,
530,H. Bohnert,
531,Seymour Papert,
532,Ralph Evans,
533,Dean Judd,researcher
534,Jerome Ysroael Lettvin,researcher professor
535,B. Hunter,
536,R. Feller,
538,William R. Bennett,
540,Ralph Martel,
541,Frank T. Turner,engineer
542,Amy Martin,
543,Thomas Buechner,manager
544,Lawrence Silvenstein,
546,The Anand Dairy Cooperative,
547,D. Berkman,
548,E.V. Chitnis,
549,P. K. Garg,
550,K.S. Karnik,
551,Bhavaraju Sarveswara Rao,
552,N. Maccoby,
553,K. B. Shah,
554,The John D. Rockefeller III Fund,
555,Anne Riley,
556,Nora Cross,
557,Baroda University,university
558,Pandit  Pran Nath,
559,Barry Kaplan,
560,Brearley School,
561,Children's Community Workshop School,
562,Good Neighbor Tutorial Program,
563,Horace Mann School,
564,Intermediate School No. 201,
565,Little Red School House,
566,Northside Center for Child Development,
567,Public School No. 19,
568,Saint Ann's School,
569,United Nations Schools,
570,"We Care, a community group in Harlem",
571,Kobayashi Hakudo,
572,Yuji Morioka,
574,Sào Schlumberger,
575,Martha Jackson Gallery,gallery
576,Dorothy Seckler,
578,Musée d'Art Moderne de la Ville de Paris,museum
579,Aktionsforum Praterinsel,art center
580,"The Menil Collection, Contemporary Arts Museum",museum
581,Guggenheim Museum Bilbao,museum
582,Carré d'Art,museum
583,"Museum of Contemporary Art, Tokyo",museum
584,Gustafson,
585,Polytechnic Institute of Brooklyn,
586,Paterson Parchment Paper Co,
587,Union Camp Co.,
588,E.A.T. Staff,
589,Allstate Communications Company,
590,Just Plastics Company,
592,IBM,
593,M.I.T. Science Camp,
594,Eastman-Kodak,
595,Carnegie Mellon Institute,
596,Hunter Assoc. Labs Inc.,laboratory
597,"Teachers College, Columbia University",university
598,National Bureau of Standards,
599,Yale University,university
600,Jackson Mac Low,artist
601,Chester Bowles,politician
602,Noam Chomsky,researcher professor
603,Kenneth Clark,art historian
605,Alva Myrdal,politician sociologist
606,Meyer Shapiro,art historian
607,Kenzo Tange,architect
608,Jerome Wiesner,researcher professor
609,Nihon Columbia,
610,Kanto Denki,
611,The Joint Venture Group,
612,Mitsui Kansetsu,
613,Takenaka Komuten,company
614,"Pepsi-Cola (Japan), Ltd.",industry
622,Ronald Hobbs,manager
623,Tom Slater,manager
626,Chuck Ross,
627,Malinda Peel,
628,"University of St. Thomas, Houston",university
629,San Francisco Museum of Modern Art,museum
630,Melynda Abrecht,
633,Oliver Selfridge,
642,Council of Agents of Experiments in Art and Technology,board
645,Richard P. Brandt,manager
647,Jack Masey,
650,Paul Girard,engineer
652,Andrew Forge,art critic
653,Photographer unknown,photographer
654,Kathy Baker,artist
655,Howard J. Sloane,researcher engineer
656,Paul E. Stephens,engineer
657,Siegfried Albrecht,art critic
658,Kurd Alsleben,artist
659,Cord Passow,researcher
660,John Anthes,artist
661,Tracy S. Kinsel,researcher engineer
662,Mary Ashley,artist
663,John Mirageas,
664,Miracol Incorporated,company
665,Gertrude  Barnstone,artist
666,Dan Bloxum,engineer
667,Southwestern Plastics,company
668,Joseph L. Goldman,engineer
669,Institute for Storm Research,
670,Rachel Bas-Cohain,artist
671,Alan Litke,researcher engineer
672,Harvard University,university
673,Mary Bean,artist
674,William S. Bean,engineer
675,U.S. Air Force Systems Program,
676,John Benedict,artist
677,John Newton,engineer
678,Stevens Institute of Technology,school
679,Pennsylvania State University (aka Penn State or PSU),university
680,Carry Instruments,company
681,Mary Guyer Berg,artist
682,Howard Berg,professor
683,Sheila Berkley,artist
684,Graydon Cairl,manager
685,National Transparent Manufacturing Company,company
686,Jose Bermudez,artist
687,Geny Dignac,artist
688,Hernan I. Otano,engineer
689,"International Technology, Incorporated",company
690,Richard E. Martin,engineer
691,Adrienne Bordes,artist
692,Benjamin Koenig,engineer
693,Ionic Research Laboratories,company laboratory
695,Robert Fox,engineer
696,George B. Bush,artist
697,Lawrence J. Viernstein,engineer
698,John Hopkins University,university
699,Jackie Cassen,artist
700,Rudi Stern,artist
701,Edwin Hodder,engineer
702,Hubert Wilkie Communications Affiliates,
703,Samuel Chaikofsky,artist
704,David Chapin,artist
705,Jacques Pankove,engineer
706,RCA Laboratories,company laboratory
707,Sheldon Cohen,artist
708,Franck J. Costa,artist
709,Tilo Samter,engineer
710,Roger Doering,engineer
711,Automatic Switch Company,company
712,Arturo Cuetara,artist
715,Walter Delaney,artist
716,Peter Wilde,engineer
717,Royce Dendler,artist
718,Arthur Dodge,artist
720,Juan Downey,artist
721,Fred Pitts,
722,Booz Allen Applied Research,company
723,Robert James  Downing,artist
724,David Johnston,
725,Ultra Scale Models Inc.,company
726,Systems Management Corporation,company
727,"ehn Graphics, Incorporated",company
728,Don Edson,artist
729,Olive Freud,engineer
730,Ford Instrument Company,company
731,Claire Falkenstein,artist
732,Irving  Weiman,physicist
733,"Electro Optical Systems, Incorporated",company
734,Carl Fernbach-Flarsheim,artist
735,Robert M. Goodman,manager
736,Franklin Institute,institution
737,Virginio  Ferrari,artist
738,Teodoro  Halpern,physicist
739,Argone National Laboratories,company laboratory
740,John  Fowski,artist
741,Walter Fowski,
742,Perkins Elmer Company,company
743,Ronald Fox,artist
744,E. R. Hagen,engineer
745,Gulf General Atomic,company
746,Richard Fraenkel,artist
747,Jeffrey  Raskin,
748,University of Chicago,university
749,Ruth Francken,artist
750,Edward  Franklin,artist
751,Gary  Rieveschl,consultant
752,John  Brookes,metallurgist
753,Charlotte  Gilbertson,artist
754,Eugene R.  Gladston,artist
755,Michael  Goldberg,artist
756,William  Hadfield,artist
757,Alfred  Heinz,researcher
758,Western Electric Engineering Research Center,laboratory
759,Amy  Hamouda,artist
760,Albert  Hamowy,artist
761,Howard H. Oldenburg,engineer
762,American Electric Power Company,company
763,Robert Harlow,artist
764,Hilary Harris,artist
765,James Macaulay,engineer
766,Fred Stern,researcher professor
767,Pratt Institute,university
768,Howard Wise Gallery,gallery
769,John Hassell,artist engineer
770,Mike Hinge,artist
771,Arthur  Hoener,artist
772,Leon  Wilde,engineer
773,Raytheon Company,company
774,Intersystems,artist collective
775,Yukihisa Isobe,artist
776,Masanori Oe,engineer
777,Studio M2,
779,James  Calonis,engineer
780,"Intertechnique Instruments, Incorporated",company
781,Gottfried Jaeger,artist
782,George J. Kafka,artist
783,Walter Kafka,engineer
784,Continental Can Company,company
785,Bernard Kahn,
786,Muriel Kaplan,artist
787,Irwin Feiner,engineer
788,"P. Feiner and Sons, Incorporated",company
789,Kasoundra,artist
791,George Klauber,artist
792,Guillaume Sebastian  Vos,
793,Justin  Knowles,artist
794,Peter Chappell,engineer
795,Speytec Limited,company
796,Robert  Kragen,artist
797,Electromek Company,company
798,Irv  Rosner,
799,Rosner Television Systems,company
800,Irene  Krugman,artist
801,Ben F.  Laposky,artist
802,Norman  Larkin,
803,Jean-Jacques Rivard,
804,John  Bimshas,
805,MIT Instrumentation Laboratory (aka Charles Stark Draper Laboratory),laboratory
806,David  Lawner,artist
807,Gary  Furgeson,engineer
808,Pentone Corporation,company
809,Marc  Lepage,artist
810,Roger  Carrigan,engineer
811,Rhode Island Junior College,university
812,Guillaume  Leunens,artist
813,Mon  Levinson,artist
814,Kornblee Gallery,gallery
815,Charles  Livingstone,artist
816,Emil  Hammer,engineer
817,John Lobell,architect
818,Hubert Wilke Consultants,company
819,Lewandowski  Lois,artist
820,William Hayett,collectionneur
821,Pedro  Lujan,artist
822,E. C.  Hyde,
824,Martyl,artist
825,Giselle  Mauer,artist
826,Ben-Am  Kadish,
827,Picatinny Arsenal,laboratory
828,Preston MccLanahan,artist
829,F. H.  Roberts,engineer
830,Union Carbide and Carbon,company
831,William Edward McGowin,artist
832,Victor Millonzi,artist
833,Edward  Samuels,engineer
834,Tubelight engineering,company
835,Agnes  Mills,artist
836,Michael C. Presnick,
837,Metatronics Manufacturing Company,company
838,Verner  Molin,artist
840,Nitro Nobel AB,company
841,Ralph K.  Morrill,artist
842,Norton  Wise,professor
843,Auburn University,university
844,Peter L.  Myer,artist
845,George  Wolffe,
846,Action Raceway,company
847,Leah  Noland,artist
848,Duane Palyka,artist
849,Robin Parkinson,artist
850,Eric Martin,
852,Gianfranco  Pennisi,
853,Roberta Phillips,artist
854,Copthorne MacDonald,
855,Vidcom Electronics,company
856,Pulsa,artist collective
857,John F. Puskas,artist
858,J. Reece Roth,physicist
859,Earl M. Reiback,artist
860,Fred Hertzfeld,engineer
861,Ingeborg A. Richter,artist
862,George Quittner,researcher
863,API Instruments Company,company
864,Raymond Ring,artist
865,Joel Katzen,
866,University of Pennsylvania (aka Penn or UPenn),university
867,Alan Hayes,
868,University of New Hampshire,university
869,Francine Rochon,artist
870,Eugen Roth,artist
871,Bela Sandor,artist
872,Joseph  Scala,artist
873,Susan Hanauer,engineer
875,Ira W. Schwartz,
876,Sy Wassyng,engineer
877,"Schwartz-Wassyng, Incorporated",company
878,Charles A. Vance,
879,Saminex Export,company
880,Joan H. Koslan  Schwartz,artist
881,Benjamin L. Schwartz,
882,Mitre Corporation,laboratory
883,Lillian Schwartz,artist
884,Johan  Severtson,artist
885,G. Putman  Barber,sociologist
886,University of Massachusetts,university
887,Harriet  Casdin-Silver,artist
888,Alyce Simon,artist
889,Kennard H. Morganstern,researcher physicist
890,"Radiation Dynamics, Incorporated",company
891,Scotty Snyder,artist
892,Jerry Spivack,artist
893,Clard Svenson,artist
894,Larry Lard,
895,Charles Tafra,artist
896,Joshua Friedman,engineer
897,Aldo Tambellini,artist
898,Kenneth Wise,engineer
899,"Videoflight, Incorporated",company
900,Tania,artist
901,Daniel J. Smoley,
902,Jean Toche,artist
903,Gerd Seegers,
904,Wen-Ying Tsai,artist
905,Western Union,company
906,Günther Uecker,artist
907,James Umland,artist
908,Kenji Usami,artist
909,USCO,artist and engineer collective
910,Bernard Venet,artist
911,Michael Venezia,artist
912,Roger Vilder,artist
913,David Melamed,engineer
914,Rodan Equipment Repair,company
915,Carolyn Walther,artist
916,Michael Paluska,engineer
917,National Cash Register Company,company
918,Theodore Watkin,
919,Jack Weisberg,artist
920,Norman T. White,artist
921,Charles J. Grandmaison,engineer
922,Sprague Electric Company,company
923,Iain Whitecross,artist
924,Theodore Wolff,engineer
925,N.Y.U. Medical Center,hospital
926,Forbes Whiteside,artist
927,Stanley Elliot,consultant chemist
928,Robert Wiegand,artist
929,Lloyd Kreuzer,physicist
930,Board of Directors of Experiments in Art and Technology,board
931,Officers of Experiments in Art and Technology,board
932,Directors of Experiments in Art and Technology,board
934,Fortune Magazine,magazine
935,American Federation of Musicians,labour union
936,Center for Advanced Visual Studies,
937,American Telephone and Telegraph Company (aka AT&T Corp.),company
938,"Lepercq, de Neuflize & Co.",company
939,Steuben Glass,company
940,The Behavioral Research Laboratory,laboratory
941,Trans-Lux Corporation,company
942,United States Senate,institution
943,American Federation of Labor and Congress of Industrial Organizations (AFL-CIO),labour union
945,"Research, Communication Sciences Division",laboratory
947,Bantam Press,company publisher
948,Celanese Corporation,company
949,Herman E. Cooper,
950,"Dreyfus Corporation (aka Dreyfus Fund, Incorporated)",company
951,Fischbach Gallery,gallery
952,"Local One Amalgamated, Lithographers of America",labour union
953,Max's Kansas City,restaurant
954,Paramount Printing Company,company
955,Marion Javits,
956,James F. O'Brien,artist
957,Jaan A. Loger,engineer
958,Wilder Green,
959,Jennifer Licht,
960,Elizabeth Shaw,
961,Jean Edith Weiffenbach,
962,Joan Weiggins,
963,David Saltonstall,
964,Florence Beller,
965,Barbara Lasalle,
966,Sally Mchale,
967,Robert Hayden,
968,Donelson Hoopes,curator
969,Charles Smith,
970,Peter Jannace,
971,Leo Murphy,
972,Dominic Blasi,
973,Harry Cohen,
974,Joker Newton,
975,Marianne Barcellona,
976,Bob Brennan,
977,Scot Gardiner,
978,Barry Green,
980,Alexander Kasuba,
981,Michael Robbins,
982,William Schwartz,
983,Becky Young,
984,Bob Spiegel,
985,Laurie Glasgow,
986,Lorinda Cherry,
987,Betty Humphreys,
988,Redmond Press,publisher
989,Jim Norris,
990,Susan Brockman,
991,Mel Bochner,artist
992,John Brundo,
993,Claudio Badal,
994,Susan Edgerton,
995,Jean-Jacques Erlichman,
996,Terry Martin,
997,Susan Munshower,
998,Tamara Vidos,
999,G.R. Swenson,art critic journalist
